time,atemp,dtemp,windspd,solrad
1810200,25,22,2.4,10
1810800,25,22,1.8,10
1811400,25,22,2,10
1812000,25,22,1.9,10
1812600,25,22,1.8,10
1813200,25,22,1.1,10
1813800,25,22,0.7,10
1814400,25,22,2,10
1815000,25,22,1.6,10
1815600,25,22,1.5,10
1816200,25,22,2.3,10
1816800,25,22,1.5,10
1817400,25,22,1.3,10
1818000,25,22,2.5,10
1818600,25,22,3.1,10
1819200,25,22,3.8,10
1819800,25,22,5.5,10
1820400,25,22,5.5,10
1821000,25,22,3.9,10
1821600,25,22,4,10
1822200,25,22,3.8,10
1822800,25,22,3.7,10
1823400,25,22,3.5,10
1824000,25,22,2.8,10
1824600,25,22,7,10
1825200,25,22,6.7,10
1825800,25,22,7.3,10
1826400,25,22,6.3,10
1827000,25,22,5.7,10
1827600,25,22,5,10
1828200,25,22,5.4,10
1828800,25,22,5,10
1829400,25,22,4.2,10
1830000,25,22,4.2,10
1830600,25,22,3.7,10
1831200,25,22,2.8,10
1831800,25,22,2.8,10
1832400,25,22,3,10
1833000,25,22,3.8,10
1833600,25,22,4.4,10
1834200,25,22,3.5,10
1834800,25,22,3.3,10
1835400,25,22,2.6,10
1836000,25,22,3.5,10
1836600,25,22,3,10
1837200,25,22,2.9,10
1837800,25,22,2.8,10
1838400,25,22,4.5,10
1839000,25,22,4,10
1839600,25,22,4.4,10
1840200,25,22,4.8,10
1840800,25,22,4.4,10
1841400,25,22,4,10
1842000,25,22,4.6,10
1842600,25,22,3.7,10
1843200,25,22,3,10
1843800,25,22,1.1,10
1844400,25,22,1.1,10
1845000,25,22,0.2,10
1845600,25,22,0.6,10
1846200,25,22,0.1,10
1846800,25,22,0.4,10
1847400,25,22,0.4,10
1848000,25,22,1,10
1848600,25,22,2.5,10
1849200,25,22,3.4,10
1849800,25,22,4.5,10
1850400,25,22,6.3,10
1851000,25,22,5.3,10
1851600,25,22,5.4,10
1852200,25,22,5.7,10
1852800,25,22,6.2,10
1853400,25,22,5.7,10
1854000,25,22,4.9,10
1854600,25,22,2.3,10
1855200,25,22,3,10
1855800,25,22,2.5,10
1856400,25,22,2.4,10
1857000,25,22,2.6,10
1857600,25,22,1.9,10
1858200,25,22,1.7,10
1858800,25,22,1.3,10
1859400,25,22,1,10
1860000,25,22,0.6,10
1860600,25,22,1.5,10
1861200,25,22,1.4,10
1861800,25,22,1.9,10
1862400,25,22,2.1,10
1863000,25,22,4.9,10
1863600,25,22,3.7,10
1864200,25,22,4.9,10
1864800,25,22,4.3,10
1865400,25,22,3,10
1866000,25,22,3.6,10
1866600,25,22,4.4,10
1867200,25,22,5.2,10
1867800,25,22,4.9,10
1868400,25,22,4.3,10
1869000,25,22,4.5,10
1869600,25,22,4,10
1870200,25,22,2.7,10
1870800,25,22,1.8,10
1871400,25,22,2.6,10
1872000,25,22,3.2,10
1872600,25,22,2.4,10
1873200,25,22,1.8,10
1873800,25,22,2,10
1874400,25,22,0.7,10
1875000,25,22,1.2,10
1875600,25,22,0.7,10
1876200,25,22,1.1,10
1876800,25,22,1.3,10
1877400,25,22,1.4,10
1878000,25,22,1.5,10
1878600,25,22,1.8,10
1879200,25,22,2,10
1879800,25,22,1.4,10
1880400,25,22,1.5,10
1881000,25,22,2.5,10
1881600,25,22,1.6,10
1882200,25,22,2.3,10
1882800,25,22,2.7,10
1883400,25,22,1.5,10
1884000,25,22,1.3,10
1884600,25,22,1.4,10
1885200,25,22,1,10
1885800,25,22,1.5,10
1886400,25,22,0.3,10
1887000,25,22,0.2,10
1887600,25,22,0.3,10
1888200,25,22,1.8,10
1888800,25,22,1.4,10
1889400,25,22,1.3,10
1890000,25,22,1.2,10
1890600,25,22,1.4,10
1891200,25,22,1.3,10
1891800,25,22,2.2,10
1892400,25,22,4.7,10
1893000,25,22,4.1,10
1893600,25,22,5,10
1894200,25,22,4.5,10
1894800,25,22,3.7,10
1895400,25,22,3.5,10
1896000,25,22,4.5,10
1896600,25,22,3.9,10
1897200,25,22,4.5,10
1897800,25,22,5.2,10
1898400,25,22,5.1,10
1899000,25,22,4.8,10
1899600,25,22,5.1,10
1900200,25,22,6,10
1900800,25,22,3.7,10
1901400,25,22,2.7,10
1902000,25,22,3.2,10
1902600,25,22,3.9,10
1903200,25,22,4.5,10
1903800,25,22,4.2,10
1904400,25,22,3,10
1905000,25,22,3.7,10
1905600,25,22,3.6,10
1906200,25,22,4.2,10
1906800,25,22,3.7,10
1907400,25,22,3.6,10
1908000,25,22,3.7,10
1908600,25,22,3.4,10
1909200,25,22,1.9,10
1909800,25,22,0.8,10
1910400,25,22,1.5,10
1911000,25,22,1,10
1911600,25,22,3,10
1912200,25,22,3.3,10
1912800,25,22,1.2,10
1913400,25,22,2.8,10
1914000,25,22,1.4,10
1914600,25,22,0.7,10
1915200,25,22,0.9,10
1915800,25,22,0.6,10
1916400,25,22,1,10
1917000,25,22,0.4,10
1917600,25,22,0.9,10
1918200,25,22,0.9,10
1918800,25,22,0.8,10
1919400,25,22,2.7,10
1920000,25,22,3,10
1920600,25,22,3,10
1921200,25,22,4.1,10
1921800,25,22,4.8,10
1922400,25,22,4.5,10
1923000,25,22,3.8,10
1923600,25,22,4.5,10
1924200,25,22,3.5,10
1924800,25,22,5,10
1925400,25,22,5.5,10
1926000,25,22,5.7,10
1926600,25,22,5,10
1927200,25,22,5.8,10
1927800,25,22,4,10
1928400,25,22,3.3,10
1929000,25,22,4.1,10
1929600,25,22,2.5,10
1930200,25,22,3.6,10
1930800,25,22,2.1,10
1931400,25,22,3.2,10
1932000,25,22,3.5,10
1932600,25,22,3.2,10
1933200,25,22,2.8,10
1933800,25,22,1.7,10
1934400,25,22,1.8,10
1935000,25,22,2.4,10
1935600,25,22,1.9,10
1936200,25,22,2.4,10
1936800,25,22,1.4,10
1937400,25,22,3.1,10
1938000,25,22,2,10
1938600,25,22,1.6,10
1939200,25,22,3.5,10
1939800,25,22,3,10
1940400,25,22,3.1,10
1941000,25,22,2.2,10
1941600,25,22,1.7,10
1942200,25,22,1.2,10
1942800,25,22,1.3,10
1943400,25,22,0.3,10
1944000,25,22,0.4,10
1944600,25,22,1.1,10
1945200,25,22,0.7,10
1945800,25,22,0.5,10
1946400,25,22,0.6,10
1947000,25,22,0.5,10
1947600,25,22,1.1,10
1948200,25,22,1.1,10
1948800,25,22,2.5,10
1949400,25,22,2.9,10
1950000,25,22,3.1,10
1950600,25,22,2.5,10
1951200,25,22,4,10
1951800,25,22,1.9,10
1952400,25,22,3.9,10
1953000,25,22,4.3,10
1953600,25,22,4.1,10
1954200,25,22,3.2,10
1954800,25,22,4.4,10
1955400,25,22,1.9,10
1956000,25,22,0.8,10
1956600,25,22,0.5,10
1957200,25,22,1.2,10
1957800,25,22,0.8,10
1958400,25,22,0.8,10
1959000,25,22,1.3,10
1959600,25,22,0.3,10
1960200,25,22,0.5,10
1960800,25,22,0,10
1961400,25,22,1.1,10
1962000,25,22,0.6,10
1962600,25,22,0.7,10
1963200,25,22,1.3,10
1963800,25,22,1.4,10
1964400,25,22,2.5,10
1965000,25,22,2.3,10
1965600,25,22,1.9,10
1966200,25,22,2.6,10
1966800,25,22,1.1,10
1967400,25,22,2.9,10
1968000,25,22,2.6,10
1968600,25,22,2.6,10
1969200,25,22,1.8,10
1969800,25,22,1.3,10
1970400,25,22,1.2,10
1971000,25,22,0.4,10
1971600,25,22,0.2,10
1972200,25,22,0.7,10
1972800,25,22,0.5,10
1973400,25,22,1,10
1974000,25,22,0.1,10
1974600,25,22,0.5,10
1975200,25,22,0.1,10
1975800,25,22,1.5,10
1976400,25,22,1,10
1977000,25,22,1,10
1977600,25,22,1.2,10
1978200,25,22,1.7,10
1978800,25,22,2.1,10
1979400,25,22,3,10
1980000,25,22,3.1,10
1980600,25,22,2.8,10
1981200,25,22,2.8,10
1981800,25,22,4.6,10
1982400,25,22,3.5,10
1983000,25,22,3.6,10
1983600,25,22,3,10
1984200,25,22,2.7,10
1984800,25,22,2.8,10
1985400,25,22,1.5,10
1986000,25,22,3.2,10
1986600,25,22,2.8,10
1987200,25,22,2.3,10
1987800,25,22,1.2,10
1988400,25,22,1.8,10
1989000,25,22,0.2,10
1989600,25,22,1.2,10
1990200,25,22,0.4,10
1990800,25,22,0.4,10
1991400,25,22,0.9,10
1992000,25,22,0.9,10
1992600,25,22,1.4,10
1993200,25,22,4.8,10
1993800,25,22,3.7,10
1994400,25,22,4.2,10
1995000,25,22,3.8,10
1995600,25,22,2.8,10
1996200,25,22,3.1,10
1996800,25,22,2.8,10
1997400,25,22,3.1,10
1998000,25,22,2.1,10
1998600,25,22,1.4,10
1999200,25,22,1.1,10
1999800,25,22,0.5,10
2000400,25,22,0.7,10
2001000,25,22,1.4,10
2001600,25,22,1.4,10
2002200,25,22,1.7,10
2002800,25,22,0.4,10
2003400,25,22,0.8,10
2004000,25,22,0.5,10
2004600,25,22,0.9,10
2005200,25,22,0.7,10
2005800,25,22,0.4,10
2006400,25,22,1,10
2007000,25,22,1.8,10
2007600,25,22,2.8,10
2008200,25,22,2.2,10
2008800,25,22,2.4,10
2009400,25,22,2.7,10
2010000,25,22,3.4,10
2010600,25,22,3.2,10
2011200,25,22,2.4,10
2011800,25,22,2.4,10
2012400,25,22,2.3,10
2013000,25,22,4.2,10
2013600,25,22,3.6,10
2014200,25,22,0.2,10
2014800,25,22,2.6,10
2015400,25,22,1.6,10
2016000,25,22,1.2,10
2016600,25,22,0.9,10
2017200,25,22,1.5,10
2017800,25,22,2.3,10
2018400,25,22,2.4,10
2019000,25,22,2.3,10
2019600,25,22,2.1,10
2020200,25,22,2.5,10
2020800,25,22,2.4,10
2021400,25,22,4.2,10
2022000,25,22,3.2,10
2022600,25,22,2.3,10
2023200,25,22,2.6,10
2023800,25,22,5.1,10
2024400,25,22,4.5,10
2025000,25,22,4,10
2025600,25,22,3.3,10
2026200,25,22,4.6,10
2026800,25,22,3.7,10
2027400,25,22,3.6,10
2028000,25,22,2.7,10
2028600,25,22,4.4,10
2029200,25,22,4,10
2029800,25,22,3.7,10
2030400,25,22,3.8,10
2031000,25,22,2,10
2031600,25,22,1.8,10
2032200,25,22,2.1,10
2032800,25,22,1.7,10
2033400,25,22,2.6,10
2034000,25,22,2.5,10
2034600,25,22,2.6,10
2035200,25,22,3.6,10
2035800,25,22,3.4,10
2036400,25,22,4,10
2037000,25,22,3.8,10
2037600,25,22,4.2,10
2038200,25,22,4.7,10
2038800,25,22,6.2,10
2039400,25,22,5.2,10
2040000,25,22,3.9,10
2040600,25,22,5.4,10
2041200,25,22,4.1,10
2041800,25,22,2.4,10
2042400,25,22,4.1,10
2043000,25,22,4.7,10
2043600,25,22,5.6,10
2044200,25,22,4.4,10
2044800,25,22,3.8,10
2045400,25,22,2.6,10
2046000,25,22,2.7,10
2046600,25,22,1.4,10
2047200,25,22,0.5,10
2047800,25,22,1.1,10
2048400,25,22,1.3,10
2049000,25,22,1,10
2049600,25,22,1.2,10
2050200,25,22,1.4,10
2050800,25,22,1.8,10
2051400,25,22,2.7,10
2052000,25,22,3.3,10
2052600,25,22,2.1,10
2053200,25,22,3.6,10
2053800,25,22,2.7,10
2054400,25,22,2.6,10
2055000,25,22,3.1,10
2055600,25,22,2.6,10
2056200,25,22,2.1,10
2056800,25,22,1.7,10
2057400,25,22,1.6,10
2058000,25,22,0.7,10
2058600,25,22,0.1,10
2059200,25,22,0,10
2059800,25,22,0.1,10
2060400,25,22,1.2,10
2061000,25,22,0.4,10
2061600,25,22,1.7,10
2062200,25,22,3.2,10
2062800,25,22,3.2,10
2063400,25,22,4.2,10
2064000,25,22,3,10
2064600,25,22,3.4,10
2065200,25,22,2.9,10
2065800,25,22,2.8,10
2066400,25,22,2.6,10
2067000,25,22,1.8,10
2067600,25,22,2.7,10
2068200,25,22,3.3,10
2068800,25,22,1.3,10
2069400,25,22,2.4,10
2070000,25,22,6.9,10
2070600,25,22,0.5,10
2071200,25,22,2.3,10
2071800,25,22,1.2,10
2072400,25,22,1,10
2073000,25,22,1.3,10
2073600,25,22,0.8,10
2074200,25,22,0.6,10
2074800,25,22,0.8,10
2075400,25,22,0.5,10
2076000,25,22,0.8,10
2076600,25,22,0.8,10
2077200,25,22,0.4,10
2077800,25,22,1.8,10
2078400,25,22,1,10
2079000,25,22,1.4,10
2079600,25,22,3.1,10
2080200,25,22,2.2,10
2080800,25,22,2.9,10
2081400,25,22,3.2,10
2082000,25,22,2.3,10
2082600,25,22,2.8,10
2083200,25,22,3.5,10
2083800,25,22,5.8,10
2084400,25,22,0.4,10
2085000,25,22,0.9,10
2085600,25,22,1.1,10
2086200,25,22,3,10
2086800,25,22,2.7,10
2087400,25,22,2.9,10
2088000,25,22,3.4,10
2088600,25,22,3.2,10
2089200,25,22,3.3,10
2089800,25,22,3,10
2090400,25,22,3.6,10
2091000,25,22,4.2,10
2091600,25,22,4.7,10
2092200,25,22,5.8,10
2092800,25,22,4.8,10
2093400,25,22,3.3,10
2094000,25,22,4.1,10
2094600,25,22,2.4,10
2095200,25,22,3.7,10
2095800,25,22,4.4,10
2096400,25,22,3.1,10
2097000,25,22,4.3,10
2097600,25,22,3.8,10
2098200,25,22,3.7,10
2098800,25,22,2.3,10
2099400,25,22,2.8,10
2100000,25,22,2,10
2100600,25,22,3,10
2101200,25,22,2.3,10
2101800,25,22,2.5,10
2102400,25,22,0.4,10
2103000,25,22,1.1,10
2103600,25,22,1,10
2104200,25,22,1.4,10
2104800,25,22,2.1,10
2105400,25,22,2.2,10
2106000,25,22,2.1,10
2106600,25,22,4.4,10
2107200,25,22,4.2,10
2107800,25,22,5.5,10
2108400,25,22,7.1,10
2109000,25,22,6.7,10
2109600,25,22,5.3,10
2110200,25,22,7.5,10
2110800,25,22,7.3,10
2111400,25,22,5.9,10
2112000,25,22,7.5,10
2112600,25,22,5,10
2113200,25,22,5.2,10
2113800,25,22,5.7,10
2114400,25,22,4.4,10
2115000,25,22,3.6,10
2115600,25,22,2.9,10
2116200,25,22,2.3,10
2116800,25,22,1.5,10
2117400,25,22,1,10
2118000,25,22,0.2,10
2118600,25,22,0.5,10
2119200,25,22,0.3,10
2119800,25,22,0.4,10
2120400,25,22,0.2,10
2121000,25,22,0.5,10
2121600,25,22,1.3,10
2122200,25,22,1.7,10
2122800,25,22,2,10
2123400,25,22,2.9,10
2124000,25,22,4.4,10
2124600,25,22,3,10
2125200,25,22,3.2,10
2125800,25,22,3.1,10
2126400,25,22,3.4,10
2127000,25,22,4.2,10
2127600,25,22,2.7,10
2128200,25,22,2,10
2128800,25,22,2,10
2129400,25,22,0.6,10
2130000,25,22,1.3,10
2130600,25,22,0.5,10
2131200,25,22,0.9,10
2131800,25,22,0.4,10
2132400,25,22,0.2,10
2133000,25,22,0.9,10
2133600,25,22,0.6,10
2134200,25,22,0.2,10
2134800,25,22,0.7,10
2135400,25,22,1.1,10
2136000,25,22,1.2,10
2136600,25,22,1.3,10
2137200,25,22,2.1,10
2137800,25,22,1.8,10
2138400,25,22,1.6,10
2139000,25,22,1.5,10
2139600,25,22,3.3,10
2140200,25,22,4.5,10
2140800,25,22,3.1,10
2141400,25,22,3,10
2142000,25,22,2.1,10
2142600,25,22,1.6,10
2143200,25,22,1.7,10
2143800,25,22,1.2,10
2144400,25,22,1.2,10
2145000,25,22,1.2,10
2145600,25,22,1.3,10
2146200,25,22,1.2,10
2146800,25,22,0.9,10
2147400,25,22,1.1,10
2148000,25,22,0.3,10
2148600,25,22,1.5,10
2149200,25,22,0.8,10
2149800,25,22,2,10
2150400,25,22,1,10
2151000,25,22,1.4,10
2151600,25,22,1.1,10
2152200,25,22,1.9,10
2152800,25,22,2.1,10
2153400,25,22,1.3,10
2154000,25,22,1.2,10
2154600,25,22,1.8,10
2155200,25,22,4.3,10
2155800,25,22,3.8,10
2156400,25,22,4.6,10
2157000,25,22,2.1,10
2157600,25,22,3.9,10
2158200,25,22,4.7,10
2158800,25,22,4.8,10
2159400,25,22,2.4,10
2160000,25,22,2.8,10
2160600,25,22,2.6,10
2161200,25,22,3.2,10
2161800,25,22,4.1,10
2162400,25,22,4.4,10
2163000,25,22,3.2,10
2163600,25,22,2.7,10
2164200,25,22,2.2,10
2164800,25,22,2.4,10
2165400,25,22,3.4,10
2166000,25,22,3,10
2166600,25,22,2.8,10
2167200,25,22,3.4,10
2167800,25,22,4.2,10
2168400,25,22,4.2,10
2169000,25,22,3.5,10
2169600,25,22,3.1,10
2170200,25,22,2.8,10
2170800,25,22,3.2,10
2171400,25,22,2.1,10
2172000,25,22,1.6,10
2172600,25,22,0.7,10
2173200,25,22,0.6,10
2173800,25,22,0.9,10
2174400,25,22,1.6,10
2175000,25,22,0.2,10
2175600,25,22,0.7,10
2176200,25,22,0.5,10
2176800,25,22,0.3,10
2177400,25,22,0.8,10
2178000,25,22,0.8,10
2178600,25,22,1.4,10
2179200,25,22,1.2,10
2179800,25,22,1.4,10
2180400,25,22,2,10
2181000,25,22,1.9,10
2181600,25,22,1.6,10
2182200,25,22,2,10
2182800,25,22,3.1,10
2183400,25,22,3.1,10
2184000,25,22,4,10
2184600,25,22,3.2,10
2185200,25,22,2.8,10
2185800,25,22,2.3,10
2186400,25,22,1.6,10
2187000,25,22,1.6,10
2187600,25,22,1.5,10
2188200,25,22,0.5,10
2188800,25,22,2.3,10
2189400,25,22,1.3,10
2190000,25,22,1.3,10
2190600,25,22,0.6,10
2191200,25,22,0.9,10
2191800,25,22,1.5,10
2192400,25,22,1.6,10
2193000,25,22,1.9,10
2193600,25,22,0.8,10
2194200,25,22,1.8,10
2194800,25,22,1.8,10
2195400,25,22,3.2,10
2196000,25,22,2.1,10
2196600,25,22,3.6,10
2197200,25,22,2.7,10
2197800,25,22,3.1,10
2198400,25,22,3.1,10
2199000,25,22,3.9,10
2199600,25,22,3.1,10
2200200,25,22,2.5,10
2200800,25,22,2.4,10
2201400,25,22,3.3,10
2202000,25,22,3.2,10
2202600,25,22,2.3,10
2203200,25,22,3.1,10
2203800,25,22,2.4,10
2204400,25,22,2.2,10
2205000,25,22,1.5,10
2205600,25,22,2.3,10
2206200,25,22,1.2,10
2206800,25,22,2.3,10
2207400,25,22,2,10
2208000,25,22,2.4,10
2208600,25,22,3,10
2209200,25,22,3.9,10
2209800,25,22,4.6,10
2210400,25,22,5,10
2211000,25,22,5.1,10
2211600,25,22,5.9,10
2212200,25,22,6.6,10
2212800,25,22,7.5,10
2213400,25,22,7.6,10
2214000,25,22,5,10
2214600,25,22,4.8,10
2215200,25,22,3.7,10
2215800,25,22,5.1,10
2216400,25,22,5.6,10
2217000,25,22,4.3,10
2217600,25,22,4.2,10
2218200,25,22,3.7,10
2218800,25,22,4,10
2219400,25,22,3.8,10
2220000,25,22,4,10
2220600,25,22,3.2,10
2221200,25,22,3.8,10
2221800,25,22,4.7,10
2222400,25,22,3.6,10
2223000,25,22,3.2,10
2223600,25,22,2.8,10
2224200,25,22,3.3,10
2224800,25,22,3.2,10
2225400,25,22,3.7,10
2226000,25,22,3,10
2226600,25,22,2.8,10
2227200,25,22,4.3,10
2227800,25,22,4.1,10
2228400,25,22,3.5,10
2229000,25,22,3.9,10
2229600,25,22,3.4,10
2230200,25,22,3.4,10
2230800,25,22,3.6,10
2231400,25,22,3,10
2232000,25,22,3.6,10
2232600,25,22,3.3,10
2233200,25,22,2.8,10
2233800,25,22,3.2,10
2234400,25,22,3.3,10
2235000,25,22,3.1,10
2235600,25,22,3.9,10
2236200,25,22,3.6,10
2236800,25,22,4,10
2237400,25,22,4.3,10
2238000,25,22,3.3,10
2238600,25,22,3.1,10
2239200,25,22,2.5,10
2239800,25,22,1.7,10
2240400,25,22,0.7,10
2241000,25,22,0.8,10
2241600,25,22,2.2,10
2242200,25,22,1,10
2242800,25,22,0.5,10
2243400,25,22,1.8,10
2244000,25,22,0.8,10
2244600,25,22,6.4,10
2245200,25,22,4.4,10
2245800,25,22,1.9,10
2246400,25,22,2.9,10
2247000,25,22,1.4,10
2247600,25,22,1.5,10
2248200,25,22,0.6,10
2248800,25,22,1.2,10
2249400,25,22,1.1,10
2250000,25,22,0.7,10
2250600,25,22,0.5,10
2251200,25,22,1.6,10
2251800,25,22,1.2,10
2252400,25,22,1.4,10
2253000,25,22,2.5,10
2253600,25,22,1.7,10
2254200,25,22,2.1,10
2254800,25,22,1.8,10
2255400,25,22,3.5,10
2256000,25,22,3.3,10
2256600,25,22,1.7,10
2257200,25,22,2.2,10
2257800,25,22,3,10
2258400,25,22,3.5,10
2259000,25,22,3.2,10
2259600,25,22,1.8,10
2260200,25,22,1.1,10
2260800,25,22,2.5,10
2261400,25,22,2,10
2262000,25,22,2.1,10
2262600,25,22,1.7,10
2263200,25,22,1.1,10
2263800,25,22,2.3,10
2264400,25,22,2.7,10
2265000,25,22,3.2,10
2265600,25,22,3.4,10
2266200,25,22,4.6,10
2266800,25,22,4.1,10
2267400,25,22,3.8,10
2268000,25,22,2.6,10
2268600,25,22,3.3,10
2269200,25,22,4.4,10
2269800,25,22,3.7,10
2270400,25,22,3.2,10
2271000,25,22,3.8,10
2271600,25,22,2.8,10
2272200,25,22,2.9,10
2272800,25,22,2.9,10
2273400,25,22,4.1,10
2274000,25,22,2.6,10
2274600,25,22,2.8,10
2275200,25,22,2.1,10
2275800,25,22,1.8,10
2276400,25,22,1.8,10
2277000,25,22,2.1,10
2277600,25,22,2.5,10
2278200,25,22,2.5,10
2278800,25,22,2.1,10
2279400,25,22,2.8,10
2280000,25,22,3.1,10
2280600,25,22,2.4,10
2281200,25,22,2.8,10
2281800,25,22,3,10
2282400,25,22,2.6,10
2283000,25,22,1.9,10
2283600,25,22,2.7,10
2284200,25,22,2.2,10
2284800,25,22,2.4,10
2285400,25,22,2.6,10
2286000,25,22,3,10
2286600,25,22,1.4,10
2287200,25,22,2.7,10
2287800,25,22,3.5,10
2288400,25,22,2.7,10
2289000,25,22,3,10
2289600,25,22,3.4,10
2290200,25,22,2.1,10
2290800,25,22,1.4,10
2291400,25,22,1.8,10
2292000,25,22,1.5,10
2292600,25,22,1,10
2293200,25,22,2.3,10
2293800,25,22,2,10
2294400,25,22,1.7,10
2295000,25,22,1.2,10
2295600,25,22,1.2,10
2296200,25,22,1.7,10
2296800,25,22,2.3,10
2297400,25,22,2.8,10
2298000,25,22,0.7,10
2298600,25,22,1.2,10
2299200,25,22,1.1,10
2299800,25,22,1.9,10
2300400,25,22,2.4,10
2301000,25,22,2.4,10
2301600,25,22,1.9,10
2302200,25,22,2.8,10
2302800,25,22,2.9,10
2303400,25,22,2.2,10
2304000,25,22,3.2,10
2304600,25,22,2.9,10
2305200,25,22,2.3,10
2305800,25,22,1.3,10
2306400,25,22,1,10
2307000,25,22,1.9,10
2307600,25,22,1.5,10
2308200,25,22,0.9,10
2308800,25,22,1.7,10
2309400,25,22,1.6,10
2310000,25,22,1.7,10
2310600,25,22,1.7,10
2311200,25,22,1.3,10
2311800,25,22,1.7,10
2312400,25,22,1.6,10
2313000,25,22,3.2,10
2313600,25,22,2.1,10
2314200,25,22,1.3,10
2314800,25,22,1.1,10
2315400,25,22,0.7,10
2316000,25,22,0.5,10
2316600,25,22,0.1,10
2317200,25,22,0.7,10
2317800,25,22,0.5,10
2318400,25,22,0.1,10
2319000,25,22,0.7,10
2319600,25,22,1.6,10
2320200,25,22,1.3,10
2320800,25,22,2.1,10
2321400,25,22,0.4,10
2322000,25,22,2.2,10
2322600,25,22,2.4,10
2323200,25,22,3.3,10
2323800,25,22,2.9,10
2324400,25,22,2.9,10
2325000,25,22,4.1,10
2325600,25,22,4.8,10
2326200,25,22,4.6,10
2326800,25,22,6.1,10
2327400,25,22,5.5,10
2328000,25,22,6.3,10
2328600,25,22,4.8,10
2329200,25,22,5.2,10
2329800,25,22,4.7,10
2330400,25,22,4.2,10
2331000,25,22,3.8,10
2331600,25,22,2.7,10
2332200,25,22,3.6,10
2332800,25,22,1.7,10
2333400,25,22,2.2,10
2334000,25,22,1.5,10
2334600,25,22,2,10
2335200,25,22,1,10
2335800,25,22,0.9,10
2336400,25,22,0.9,10
2337000,25,22,3,10
2337600,25,22,3.4,10
2338200,25,22,3.4,10
2338800,25,22,3.8,10
2339400,25,22,5,10
2340000,25,22,4,10
2340600,25,22,3.4,10
2341200,25,22,4.2,10
2341800,25,22,3.4,10
2342400,25,22,3.2,10
2343000,25,22,4.4,10
2343600,25,22,4,10
2344200,25,22,4.4,10
2344800,25,22,3.5,10
2345400,25,22,2.8,10
2346000,25,22,2.6,10
2346600,25,22,4.5,10
2347200,25,22,3.1,10
2347800,25,22,1.8,10
2348400,25,22,3,10
2349000,25,22,2.4,10
2349600,25,22,2.9,10
2350200,25,22,2.7,10
2350800,25,22,3,10
2351400,25,22,3.3,10
2352000,25,22,4.3,10
2352600,25,22,4.3,10
2353200,25,22,3.9,10
2353800,25,22,5.1,10
2354400,25,22,6,10
2355000,25,22,6.2,10
2355600,25,22,5.8,10
2356200,25,22,6.5,10
2356800,25,22,5.9,10
2357400,25,22,5.9,10
2358000,25,22,5.4,10
2358600,25,22,3.4,10
2359200,25,22,3.5,10
2359800,25,22,3.1,10
2360400,25,22,4.4,10
2361000,25,22,3.7,10
2361600,25,22,2.9,10
2362200,25,22,2.4,10
2362800,25,22,2.3,10
2363400,25,22,3,10
2364000,25,22,3.2,10
2364600,25,22,3.9,10
2365200,25,22,3.3,10
2365800,25,22,4.3,10
2366400,25,22,3.2,10
2367000,25,22,4.1,10
2367600,25,22,3.5,10
2368200,25,22,4.6,10
2368800,25,22,2.6,10
2369400,25,22,3.5,10
2370000,25,22,2.4,10
2370600,25,22,1.3,10
2371200,25,22,1.8,10
2371800,25,22,1.7,10
2372400,25,22,2.3,10
2373000,25,22,1.9,10
2373600,25,22,1.7,10
2374200,25,22,1.1,10
2374800,25,22,1.2,10
2375400,25,22,0.6,10
2376000,25,22,0.2,10
2376600,25,22,1,10
2377200,25,22,0.3,10
2377800,25,22,0,10
2378400,25,22,0.4,10
2379000,25,22,0.5,10
2379600,25,22,0.4,10
2380200,25,22,0.3,10
2380800,25,22,0.8,10
2381400,25,22,1.8,10
2382000,25,22,1.5,10
2382600,25,22,3.7,10
2383200,25,22,1.8,10
2383800,25,22,0.9,10
2384400,25,22,1.7,10
2385000,25,22,1.5,10
2385600,25,22,1.4,10
2386200,25,22,1.1,10
2386800,25,22,1.8,10
2387400,25,22,1,10
2388000,25,22,0.8,10
2388600,25,22,0.6,10
2389200,25,22,0.6,10
2389800,25,22,0.4,10
2390400,25,22,0.4,10
2391000,25,22,0.6,10
2391600,25,22,0.9,10
2392200,25,22,0.4,10
2392800,25,22,0.4,10
2393400,25,22,0.1,10
2394000,25,22,0.5,10
2394600,25,22,2.6,10
2395200,25,22,2.2,10
2395800,25,22,2.2,10
2396400,25,22,3.5,10
2397000,25,22,3.5,10
2397600,25,22,2.9,10
2398200,25,22,3.1,10
2398800,25,22,3.3,10
2399400,25,22,3.3,10
2400000,25,22,3,10
2400600,25,22,2.2,10
2401200,25,22,2.6,10
2401800,25,22,2,10
2402400,25,22,1.4,10
2403000,25,22,0.4,10
2403600,25,22,0.7,10
2404200,25,22,0.5,10
2404800,25,22,0.2,10
2405400,25,22,0.5,10
2406000,25,22,0.4,10
2406600,25,22,0.2,10
2407200,25,22,0.4,10
2407800,25,22,1,10
2408400,25,22,1.1,10
2409000,25,22,1.4,10
2409600,25,22,0.9,10
2410200,25,22,2.2,10
2410800,25,22,2.6,10
2411400,25,22,2.6,10
2412000,25,22,2,10
2412600,25,22,1.9,10
2413200,25,22,2,10
2413800,25,22,2.4,10
2414400,25,22,1.8,10
2415000,25,22,2.5,10
2415600,25,22,2.1,10
2416200,25,22,1.4,10
2416800,25,22,1.7,10
2417400,25,22,1.3,10
